Nome;Link;Avaliacao;Quantidade de Avaliações;Parcelas;Preço Parcelado;Preço a Vista;Site;Data da Coleta
Celular Xiaomi Redmi Note 12 128 GB/6 GB de RAM/Dual SIM/Telap e 13 MP - Cinza Ônix - Preto  ;https://www.amazon.com.br/Celular-Xiaomi-Redmi-Note-12/dp/B0BZ7R2MPQ/ref=sr_1_65?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-65&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;12.586;em até 12x de R$ 95,89 com juros;95,89;1027,45;Amazon;18/11/2024 20:43:35
Smartphone Multi F 2 4G 32GB Tela de 5,5 pol. Câmera Dual Chip 1GB RAM 5MP+ Selfie 5MP Android 11 (edição Go) Quad Core - Dourado - P9174  ;https://www.amazon.com.br/Smartphone-Multi-C%C3%A2mera-Selfie-Android/dp/B0C1241MPC/ref=sr_1_66?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-66&ufe=app_do%3Aamzn1.fos.4bb5663b-6f7d-4772-84fa-7c7f565ec65b;3,4;49;em até 7x de R$ 54,28 sem juros;54,28;379,9;Amazon;18/11/2024 20:43:35
Smartphone Xiaomi Redmi Note 13, de 8 GB+128 GB, poderoso desempenho do Snapdragon®, tela FHD+AMOLED de 120 Hz, carregamento rápido de 33 W com bateria de 5000mAh (preta)  ;https://www.amazon.com.br/Smartphone-Xiaomi-desempenho-Snapdragon%C2%AE-carregamento/dp/B0CT92CXYV/ref=sr_1_67?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-67&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,7;153;em até 10x de R$ 103,00 sem juros;103,0;1030,0;Amazon;18/11/2024 20:43:35
Realme Note 50 Dual Sim 128 Gb Azul 4 Gb Ram Azul  ;https://www.amazon.com.br/Realme-Note-Dual-Sim-Azul/dp/B0CW218GHZ/ref=sr_1_68?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-68&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,2;86;em até 10x de R$ 75,00 sem juros;75,0;750,0;Amazon;18/11/2024 20:43:35
Smartphone Xiaomi Poco X6 5G 256 GB/12 GB de RAM Azul  ;https://www.amazon.com.br/Smartphone-Xiaomi-Poco-256-Azul/dp/B0CMJKP1HM/ref=sr_1_69?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-69&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;351;em até 12x de R$ 159,50 com juros;159,5;1709,0;Amazon;18/11/2024 20:43:35
Smartphone Xiaomi Poco X6 5G 256GB/8GB, branco  ;https://www.amazon.com.br/Smartphone-Xiaomi-Poco-256GB-branco/dp/B0CVQTH1K5/ref=sr_1_70?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-70&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,6;319;em até 12x de R$ 152,13 com juros;152,13;1630,0;Amazon;18/11/2024 20:43:35
Smartphone Xiaomi POCO X6 Pro 5G 8GB+256GB NFC Dimensity 8300-Ultra 64MP triple camera 67W 120Hz AMOLED (Grey)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Dimensity-8300-Ultra-triple/dp/B0CR13BPBT/ref=sr_1_71?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-71&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,5;270;em até 12x de R$ 176,30 com juros;176,3;1889,0;Amazon;18/11/2024 20:43:35
Smartphone Xiaomi Poco X6 5G 512GB / 12GB Ram (Black)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Poco-512GB-Black/dp/B0CVNPD4DH/ref=sr_1_72?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-72&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,5;168;em até 10x de R$ 191,04 sem juros;191,04;1909,95;Amazon;18/11/2024 20:43:35
Smartphone Xiaomi Redmi Note 13 8+256GB Azul Modelo 23129RA5FL  ;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Modelo-23129RA5FL/dp/B0CSG7MM7L/ref=sr_1_73?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-73&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;515;em até 12x de R$ 107,33 com juros;107,33;1150,0;Amazon;18/11/2024 20:43:35
Smartphone Xiaomi Redmi Note 13 Pro 5G 8 GB de RAM 256 GB de ROM (roxo Aurora) Roxo (2312DRA50G)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Aurora-2312DRA50G/dp/B0CNKJB565/ref=sr_1_74?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-74&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,6;278;em até 12x de R$ 181,90 com juros;181,9;1949,0;Amazon;18/11/2024 20:43:35
"Celular Samsung Galaxy A55 5G, Câmera Tripla até 50MP, Tela 6.6"", 256GB Azul Escuro  ";https://www.amazon.com.br/Celular-Samsung-Galaxy-C%C3%A2mera-Tripla/dp/B0CY1HY9YS/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-75&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,7;234;em até 10x de R$ 210,90 sem juros;210,9;2109,0;Amazon;18/11/2024 20:43:35
Realme C67 Dual SIM 256 GB Preto 8 GB RAM  ;https://www.amazon.com.br/Realme-C67-Dual-SIM-Preto/dp/B0CX9H44D6/ref=sr_1_76?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-76&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;228;em até 12x de R$ 119,45 com juros;119,45;1279,9;Amazon;18/11/2024 20:43:35
Smartphone Infinix Hot 40i 8GB RAM 256GB Câmera Dupla 50MP + Selfie 32MP NFC 6,6” IPS Dual Chip - Preto  ;https://www.amazon.com.br/Smartphone-Infinix-256GB-C%C3%A2mera-Selfie/dp/B0D63KQWCN/ref=sr_1_77?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-77&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;0;0;em até 10x de R$ 113,40 sem juros;113,4;1134,0;Amazon;18/11/2024 20:43:35
Smartphone Motorola Edge 50 Neo 5G - 256GB 8GB RAM + 8GB RAM Boost 50MP Sony Camera Moto AI IP68 NFC - Grisaille Vegan Leather  ;https://www.amazon.com.br/Smartphone-Motorola-Edge-Neo-Grisaille/dp/B0DG3YPZV1/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-78&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751;5,0;5;em até 12x de R$ 226,86 sem juros;226,86;2448,99;Amazon;18/11/2024 20:43:35
Smartphone Xiaomi Poco X6 5G 256GB / 8GB Ram (Azul)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Poco-256GB-Azul/dp/B0CVQTN38B/ref=sr_1_79?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-79&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;232;em até 12x de R$ 154,00 com juros;154,0;1650,0;Amazon;18/11/2024 20:43:35
Smartphone Motorola Edge 50 Pro 5G - 256GB 24GB Ram Boost 50MP Ultra-Pixel AI Camera IP68 NFC  ;https://www.amazon.com.br/Smartphone-Motorola-Edge-Pro-Ultra-Pixel/dp/B0DJG4LK79/ref=sr_1_80?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-80&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;5,0;2;em até 12x de R$ 260,30 com juros;260,3;2789,0;Amazon;18/11/2024 20:43:35
Apple iPhone 13 (128 GB) - Luz das estrelas  ;https://www.amazon.com.br/Apple-iPhone-13-128-GB-das-estrelas/dp/B09T4YK6QK/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-81&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751;4,8;23.273;em até 12x de R$ 324,99 sem juros;324,99;3509,89;Amazon;18/11/2024 20:43:35
Smartphone Xiaomi Redmi Note 13 Pro 4G 8+256 GB, MediaTek, Helio G99-Ultra, Câmera OIS de 200 MP, Carregamento Turbo 67W, Tela AMOLED 6,67 “, NFC, (lilás)  ;https://www.amazon.com.br/Smartphone-Xiaomi-MediaTek-G99-Ultra-Carregamento/dp/B0CQJXXLQG/ref=sr_1_82?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-82&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,5;46;em até 12x de R$ 144,85 com juros;144,85;1552,0;Amazon;18/11/2024 20:43:35
Smartphone Xiaomi Redmi Note 12 Pro 5G Dual SIM 256 GB - 8 GB de RAM (preto meia-noite)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-256GB/dp/B0BYW7SZWD/ref=sr_1_83?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-83&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;3.150;em até 12x de R$ 158,65 com juros;158,65;1699,9;Amazon;18/11/2024 20:43:35
"Samsung Galaxy S23 FE 5G 128 GB Câmera Tripla Traseira de 50MP +12MP + 10MP, Selfie de 10MP, Tela infinita 6.4"" 60-120Hz, 128GB, 8GB, Processador Exynos 2200, Dual Chip, e-SIM - Grafite  ";https://www.amazon.com.br/Samsung-Traseira-infinita-60-120Hz-Processador/dp/B0CKCXFNLN/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-84&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,7;1.012;em até 10x de R$ 308,80 sem juros;308,8;3088,0;Amazon;18/11/2024 20:43:35
Smartphone Xiaomi Redmi Note 13 Pro 5G 256 GB/8 GB Azul Ocean Teal [modelo 2312DRA50G] (2312DRA50G)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-modelo-2312DRA50G/dp/B0CR44V59M/ref=sr_1_85_mod_primary_new?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-85;4,7;646;em até 12x de R$ 182,46 com juros;182,46;1955,0;Amazon;18/11/2024 20:43:35
"Smartphone Realme 12 5G Dual Sim 6.72"" 8GB/256GB Roxo Crepúsculo  ";https://www.amazon.com.br/Smartphone-Realme-Dual-256GB-Crep%C3%BAsculo/dp/B0D1GNM1R9/ref=sr_1_86?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-86&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,8;25;em até 12x de R$ 158,65 com juros;158,65;1699,9;Amazon;18/11/2024 20:43:35
Smartphone Motorola Moto g75 5G + Moto Buds 256GB 16GB Ram Boost 50MP Sony Camera com AI Ultrarresistencia militar - Preto  ;https://www.amazon.com.br/Smartphone-Motorola-Camera-Ultrarresistencia-militar/dp/B0DK7WJG6G/ref=sr_1_87?dib=eyJ2IjoiMSJ9.x2RHle_K7-J1jNriG5v5WEO5p9-7BvG2ZSxK_0NnMqjyTjyZsCsruTSBTtTrhMT7JmE6BqP2__gB_mTiUXMkZm51ZuHr5m5eonMXXN58qKaYkc3D5krs6DmjLLeF43VSN9yzoKvh1SLrMsOLU1tU87nMePiDL_LxIayyHp7BXn80f0ahuJCLzbKe4uct9_L-9SDamcg_M1mw_xIY3dkAwesX5exng4s2EO7LyuntNxj7qaX80E_jdp9Vf_oCUQtWNL3DVk5sIupaZR0cIXabKJyn34hilA1suhRUwaSy1Gs.lDKpyHHNagvkQG9enf1g3JwPrJfLkq6jhIb8VRAkSsQ&dib_tag=se&keywords=smartphone&qid=1731973378&sr=8-87&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;0;0;em até 10x de R$ 239,90 sem juros;239,9;2399,0;Amazon;18/11/2024 20:43:35
