Nome;Link;Avaliacao;Quantidade de Avaliações;Parcelas;Preço Parcelado;Preço a Vista;Site;Data da Coleta
Smartphone Xiaomi Redmi 14C 8GB RAM 256GB ROM Sage Green (Verde)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-256GB-Green/dp/B0DJSR3RMX/ref=sr_1_57?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-57&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;5,0;1;em até 12x de R$ 93,98 com juros;93,98;1007,0;Amazon;22/11/2024 19:23:51
"Samsung Galaxy M55 5G, Câmera Tripla Traseira de até 50MP, Selfie de 50MP, Nightography, Apagador de objetos, Tela Super AMOLED + de 6.7"" 120Hz Vision Booster, 256 GB, 8GB de RAM - Azul Escuro  ";https://www.amazon.com.br/Samsung-Traseira-Nightography-Apagador-objetos/dp/B0CZ29NQN4/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-58&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,5;95;em até 10x de R$ 168,90 sem juros;168,9;1689,0;Amazon;22/11/2024 19:23:51
Smartphone Xiaomi Redmi Note 13 6GB+128GB Powerful Snapdragon® performance 120Hz FHD+ AMOLED display 33W fast charging with 5000mAh battery (Blue)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Powerful-Snapdragon%C2%AE-performance/dp/B0CT92Y6T6/ref=sr_1_59?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-59&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;420;em até 12x de R$ 96,04 com juros;96,04;1029,0;Amazon;22/11/2024 19:23:51
Smartphone Xiaomi Poco X6 5G 256 GB/12 GB de RAM (Branco)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Poco-256-Branco/dp/B0CSB1MSS5/ref=sr_1_60_mod_primary_new?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-60;4,6;360;em até 10x de R$ 179,70 sem juros;179,7;1797,0;Amazon;22/11/2024 19:23:51
Smartphone Xiaomi Redmi 14C Negro Ocaso (Preto) 4GB RAM 128GB ROM  ;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Negro-Ocaso/dp/B0DH243L65/ref=sr_1_61?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-61&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,4;15;em até 12x de R$ 76,44 com juros;76,44;819,0;Amazon;22/11/2024 19:23:51
"Samsung Galaxy S23 FE 5G 128 GB Câmera Tripla Traseira de 50MP +12MP + 10MP, Selfie de 10MP, Tela infinita 6.4"" 60-120Hz, 128GB, 8GB, Processador Exynos 2200, Dual Chip, e-SIM - Grafite  ";https://www.amazon.com.br/Samsung-Traseira-infinita-60-120Hz-Processador/dp/B0CKCXFNLN/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-62&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751;4,7;1.033;em até 12x de R$ 206,24 sem juros;206,24;2474,0;Amazon;22/11/2024 19:23:51
Smartphone Xiaomi Redmi Note 13 8+256GB Preto Preto Modelo 23129RA5FL  ;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Modelo-23129RA5FL/dp/B0CTRZB43P/ref=sr_1_63?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-63&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;492;em até 12x de R$ 110,87 com juros;110,87;1187,9;Amazon;22/11/2024 19:23:51
"Samsung, Smartphone Samsung Galaxy A05 128GB/4GB RAM, Tela 6,7"" Preto  ";https://www.amazon.com.br/Samsung-Smartphone-Galaxy-128GB-Preto/dp/B0CV16MX7J/ref=sr_1_64?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-64&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,6;357;em até 12x de R$ 74,57 com juros;74,57;799,0;Amazon;22/11/2024 19:23:51
"POCO C65 6GB+128GB 5000mAh 6.74"" 90Hz HD+ display 50MP Camera NFC MediaTek Helio G85 Octa Core Azul  ";https://www.amazon.com.br/5000mAh-display-Camera-MediaTek-Version/dp/B0CP3NSQ1R/ref=sr_1_65?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-65&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,3;161;em até 12x de R$ 81,95 com juros;81,95;878,05;Amazon;22/11/2024 19:23:51
Smartphone Multi F 2 4G 32GB Tela de 5,5 pol. Câmera Dual Chip 1GB RAM 5MP+ Selfie 5MP Android 11 (edição Go) Quad Core - Dourado - P9174  ;https://www.amazon.com.br/Smartphone-Multi-C%C3%A2mera-Selfie-Android/dp/B0C1241MPC/ref=sr_1_66?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-66&ufe=app_do%3Aamzn1.fos.4bb5663b-6f7d-4772-84fa-7c7f565ec65b;3,4;49;em até 7x de R$ 54,28 sem juros;54,28;379,9;Amazon;22/11/2024 19:23:51
Smartphone Xiaomi Poco X6 5G 256 GB/12 GB de RAM Azul  ;https://www.amazon.com.br/Smartphone-Xiaomi-Poco-256-Azul/dp/B0CMJKP1HM/ref=sr_1_67?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-67&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;358;em até 12x de R$ 162,40 com juros;162,4;1740,0;Amazon;22/11/2024 19:23:51
Smartphone Infinix Hot 40i 8GB RAM 256GB Câmera Dupla 50MP + Selfie 32MP NFC 6,6” IPS Dual Chip - Preto  ;https://www.amazon.com.br/Smartphone-Infinix-256GB-C%C3%A2mera-Selfie/dp/B0D63KQWCN/ref=sr_1_68?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-68&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;0;0;em até 10x de R$ 113,40 sem juros;113,4;1134,0;Amazon;22/11/2024 19:23:51
Apple iPhone 16 (128 GB) – Rosa  ;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo0NzAyMDgxODM4ODAwMzE0OjE3MzIzMTQxODk6c3BfbXRmOjMwMDQyOTUzMzk3MTEwMjo6MDo6&url=%2FApple-iPhone-16-128-GB%2Fdp%2FB0DGMCCGX5%2Fref%3Dsr_1_69_sspa%3Fdib%3DeyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8%26dib_tag%3Dse%26keywords%3Dsmartphone%26qid%3D1732314189%26sr%3D8-69-spons%26ufe%3Dapp_do%253Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1;4,2;15;em até 12x de R$ 574,00 sem juros;574,0;6199,0;Amazon;22/11/2024 19:23:51
Telefone Decorativo Vintage, Estilo Antigo Vintage Com Fio, Mostrador Rotativo, Telefone de Mesa Com Sino de Metal Clássico para Decoração de Escritório Doméstico  ;https://www.amazon.com.brjavascript:void(0);0;0;em até 12x de R$ 55,67 com juros;55,67;596,54;Amazon;22/11/2024 19:23:51
"Samsung Galaxy M55 5G, Câmera Tripla Traseira de até 50MP, Selfie de 50MP, Nightography, Apagador de objetos, Tela Super AMOLED + de 6.7"" 120Hz Vision Booster, 256 GB, 8GB de RAM - Verde Claro  ";https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo0NzAyMDgxODM4ODAwMzE0OjE3MzIzMTQxODk6c3BfbXRmOjMwMDM0MTQ2MTQzMjEwMjo6MDo6&url=%2FSamsung-Traseira-Nightography-Apagador-objetos%2Fdp%2FB0CZ2HFTHZ%2Fref%3Dsr_1_71_sspa%3Fdib%3DeyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8%26dib_tag%3Dse%26keywords%3Dsmartphone%26qid%3D1732314189%26sr%3D8-71-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1;4,5;95;em até 10x de R$ 163,90 sem juros;163,9;1639,0;Amazon;22/11/2024 19:23:51
Apple iPhone 16 Pro (1 TB) – Titânio-deserto  ;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTo0NzAyMDgxODM4ODAwMzE0OjE3MzIzMTQxODk6c3BfbXRmOjMwMDQyOTUzMzk2OTcwMjo6MDo6&url=%2FApple-iPhone-16-Pro-Tit%25C3%25A2nio-deserto%2Fdp%2FB0DGMJVFGC%2Fref%3Dsr_1_72_sspa%3Fdib%3DeyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8%26dib_tag%3Dse%26keywords%3Dsmartphone%26qid%3D1732314189%26sr%3D8-72-spons%26ufe%3Dapp_do%253Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1;5,0;6;em até 12x de R$ 1.191,58 sem juros;1191,58;12869,1;Amazon;22/11/2024 19:23:51
"Samsung Galaxy A35 5G, Câmera Tripla Traseira de até 50MP, Selfie de 13MP, Nightography, Apagador de objetos, Design em vidro, IP67, Tela Super AMOLED de 6.6"" 120Hz Vision Booster, 256GB - Azul Claro  ";https://www.amazon.com.br/Samsung-Traseira-Nightography-Apagador-objetos/dp/B0CX25LFRV/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-73&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751;4,7;738;em até 12x de R$ 146,62 sem juros;146,62;1635,87;Amazon;22/11/2024 19:23:51
Smartphone Xiaomi POCO X6 Pro 5G 8GB+256GB NFC Dimensity 8300-Ultra 64MP triple camera 67W 120Hz AMOLED (Grey)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Dimensity-8300-Ultra-triple/dp/B0CR13BPBT/ref=sr_1_74?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-74&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,5;278;em até 12x de R$ 178,73 com juros;178,73;1915,0;Amazon;22/11/2024 19:23:51
Smartphone Xiaomi Redmi 9A 2Gb Ram 32Gb  ;https://www.amazon.com.br/Celular-Xiaomi-Redmi-Vers%C3%A3o-Global/dp/B08CH6VKHW/ref=sr_1_75?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-75&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,5;6.485;em até 10x de R$ 63,07 sem juros;63,07;629,89;Amazon;22/11/2024 19:23:51
Smartphone Xiaomi Poco X6 5G 256GB/8GB, branco  ;https://www.amazon.com.br/Smartphone-Xiaomi-Poco-256GB-branco/dp/B0CVQTH1K5/ref=sr_1_76?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-76&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,6;322;em até 12x de R$ 154,84 com juros;154,84;1659,0;Amazon;22/11/2024 19:23:51
Smartphone Tecno Spark 20 4G Dual Sim 256 Gb 8 Gb Ram (Branco)  ;https://www.amazon.com.br/Smartphone-Tecno-Spark-Dual-Branco/dp/B0CPD3N1R4/ref=sr_1_77?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-77&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;5,0;1;em até 10x de R$ 109,90 sem juros;109,9;1099,0;Amazon;22/11/2024 19:23:51
Smartphone Xiaomi Redmi Note 13 Pro 5G 512 GB/12 GB de RAM (Preto)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-13/dp/B0CTJ35LKP/ref=sr_1_78?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-78&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;389;em até 12x de R$ 217,46 com juros;217,46;2330,0;Amazon;22/11/2024 19:23:51
Smartphone INFINIX NOTE 30 5G, 8GB RAM 256GB, Câmera Tripla 108MP, SoundbyJBL, Bateria 5000mAh, Tela 6,78” FHD+ 120Hz, Dual Chip, Azul  ;https://www.amazon.com.br/Smartphone-INFINIX-Armazenamento-SoundbyJBL-Bateria/dp/B0CCJTMT8R/ref=sr_1_79?dib=eyJ2IjoiMSJ9.fsWdUfH42fyxXF2HHksVJr-FsSKR2QC0266_ypc42x7xpLK7W05N9pgjdXlRirJy9Y8r7KjEN7Rz2VTbiXDjXLhrusDHdG5AgSGEDTnjNa2PCSfK59qhihB1sU88KqeeCIDhl-Bga15kIdWoyIwvZqrNvkQy8wkZypDn8KmNZUhvdGTatNYJg-ZFTHX2HhwE9k65eymhUUl3o5cXKi0hE1bULuyaOJ59u48_UyljyaIayk2X2rqBuqUNl-lZP8f4J2x9LnboCWM2pCAzc86obpVo8AxEXL1p_pL0jtWkK2k.r4T6TAUFXsJ5-2ffBn04x7NuLGlGzSM2kaDmhG4BiQ8&dib_tag=se&keywords=smartphone&qid=1732314189&sr=8-79&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,4;70;em até 10x de R$ 149,90 sem juros;149,9;1499,0;Amazon;22/11/2024 19:23:51
