Nome;Link;Avaliacao;Quantidade de Avaliações;Parcelas;Preço Parcelado;Preço a Vista;Site;Data da Coleta
Smartphone Xiaomi Redmi 12C 128GB - 4GB Ram Azul Oceano (AZUL) (Azul)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-12C-128GB/dp/B0BVWMBQWW/ref=sr_1_66?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-66&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,6;1.992;em até 10x de R$ 80,90 sem juros;80,9;809,0;Amazon;18/11/2024 20:23:40
Smartphone Xiaomi Redmi Note 13, de 8 GB+128 GB, poderoso desempenho do Snapdragon®, tela FHD+AMOLED de 120 Hz, carregamento rápido de 33 W com bateria de 5000mAh (preta)  ;https://www.amazon.com.br/Smartphone-Xiaomi-desempenho-Snapdragon%C2%AE-carregamento/dp/B0CT92CXYV/ref=sr_1_67?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-67&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,7;153;em até 10x de R$ 103,00 sem juros;103,0;1030,0;Amazon;18/11/2024 20:23:40
Smartphone Xiaomi Poco X6 5G 256 GB/12 GB de RAM Azul  ;https://www.amazon.com.br/Smartphone-Xiaomi-Poco-256-Azul/dp/B0CMJKP1HM/ref=sr_1_68?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-68&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;351;em até 12x de R$ 161,00 com juros;161,0;1725,0;Amazon;18/11/2024 20:23:40
Celular Realme Note 50 Dual Sim 256 Gb 4 Gb Ram Smartphone Preto  ;https://www.amazon.com.br/Celular-Realme-Note-Smartphone-Preto/dp/B0D5CNM1KJ/ref=sr_1_69?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-69&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,1;7;em até 12x de R$ 79,80 com juros;79,8;855,0;Amazon;18/11/2024 20:23:40
Realme Note 50 Dual Sim 128 Gb Azul 4 Gb Ram Azul  ;https://www.amazon.com.br/Realme-Note-Dual-Sim-Azul/dp/B0CW218GHZ/ref=sr_1_70?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-70&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,2;86;em até 12x de R$ 68,00 com juros;68,0;728,66;Amazon;18/11/2024 20:23:40
Celular Realme C63 256gb Dual Sim 8gb Smartphone Original Azul  ;https://www.amazon.com.br/Celular-Realme-256gb-Smartphone-Original/dp/B0DCZX5K6Z/ref=sr_1_71?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-71&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;3,8;4;em até 12x de R$ 113,77 com juros;113,77;1219,0;Amazon;18/11/2024 20:23:40
Smartphone Xiaomi POCO X6 Pro 5G 8GB+256GB NFC Dimensity 8300-Ultra 64MP triple camera 67W 120Hz AMOLED (Grey)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Dimensity-8300-Ultra-triple/dp/B0CR13BPBT/ref=sr_1_72?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-72&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,5;270;em até 12x de R$ 178,17 com juros;178,17;1909,0;Amazon;18/11/2024 20:23:40
Smartphone Xiaomi Poco X6 5G 512GB / 12GB Ram (Black)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Poco-512GB-Black/dp/B0CVNPD4DH/ref=sr_1_73?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-73&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,5;168;em até 10x de R$ 191,04 sem juros;191,04;1909,95;Amazon;18/11/2024 20:23:40
Smartphone Xiaomi Poco X6 5G 256GB/8GB, branco  ;https://www.amazon.com.br/Smartphone-Xiaomi-Poco-256GB-branco/dp/B0CVQTH1K5/ref=sr_1_74?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-74&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,6;319;em até 10x de R$ 163,90 sem juros;163,9;1639,0;Amazon;18/11/2024 20:23:40
Smartphone Xiaomi Redmi Note 13 8+256GB Azul Modelo 23129RA5FL  ;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Modelo-23129RA5FL/dp/B0CSG7MM7L/ref=sr_1_75?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-75&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,7;515;em até 10x de R$ 113,00 sem juros;113,0;1130,0;Amazon;18/11/2024 20:23:40
Smartphone Xiaomi Redmi Note 13 Pro 5G 8 GB de RAM 256 GB de ROM (roxo Aurora) Roxo (2312DRA50G)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Aurora-2312DRA50G/dp/B0CNKJB565/ref=sr_1_76?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-76&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,6;278;em até 10x de R$ 193,90 sem juros;193,9;1939,0;Amazon;18/11/2024 20:23:40
"Celular Samsung Galaxy A55 5G, Câmera Tripla até 50MP, Tela 6.6"", 256GB Azul Escuro  ";https://www.amazon.com.br/Celular-Samsung-Galaxy-C%C3%A2mera-Tripla/dp/B0CY1HY9YS/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-77&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,7;234;em até 10x de R$ 210,90 sem juros;210,9;2109,0;Amazon;18/11/2024 20:23:40
Realme C67 Dual SIM 256 GB Preto 8 GB RAM  ;https://www.amazon.com.br/Realme-C67-Dual-SIM-Preto/dp/B0CX9H44D6/ref=sr_1_78?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-78&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;228;em até 12x de R$ 119,45 com juros;119,45;1279,9;Amazon;18/11/2024 20:23:40
Smartphone Motorola Edge 50 Neo 5G - 256GB 8GB RAM + 8GB RAM Boost 50MP Sony Camera Moto AI IP68 NFC - Grisaille Vegan Leather  ;https://www.amazon.com.br/Smartphone-Motorola-Edge-Neo-Grisaille/dp/B0DG3YPZV1/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-79&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751;5,0;5;em até 12x de R$ 226,86 sem juros;226,86;2448,99;Amazon;18/11/2024 20:23:40
Celular Realme C63 256gb Dual Sim 8gb Smartphone Original Verde  ;https://www.amazon.com.br/Celular-Realme-256gb-Smartphone-Original/dp/B0DCZXFD71/ref=sr_1_80?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-80&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;5,0;2;em até 10x de R$ 121,90 sem juros;121,9;1219,0;Amazon;18/11/2024 20:23:40
Smartphone Infinix Hot 40i 8GB RAM 256GB Câmera Dupla 50MP + Selfie 32MP NFC 6,6” IPS Dual Chip - Preto  ;https://www.amazon.com.br/Smartphone-Infinix-256GB-C%C3%A2mera-Selfie/dp/B0D63KQWCN/ref=sr_1_81?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-81&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;0;0;em até 10x de R$ 113,40 sem juros;113,4;1134,0;Amazon;18/11/2024 20:23:40
Smartphone Xiaomi Poco X6 5G 256GB / 8GB Ram (Azul)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Poco-256GB-Azul/dp/B0CVQTN38B/ref=sr_1_82?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-82&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,7;232;em até 10x de R$ 164,80 sem juros;164,8;1648,0;Amazon;18/11/2024 20:23:40
Smartphone Motorola Edge 50 Pro 5G - 256GB 24GB Ram Boost 50MP Ultra-Pixel AI Camera IP68 NFC  ;https://www.amazon.com.br/Smartphone-Motorola-Edge-Pro-Ultra-Pixel/dp/B0DJG4LK79/ref=sr_1_83?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-83&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;5,0;2;em até 12x de R$ 260,30 com juros;260,3;2789,0;Amazon;18/11/2024 20:23:40
Apple iPhone 13 (128 GB) - Luz das estrelas  ;https://www.amazon.com.br/Apple-iPhone-13-128-GB-das-estrelas/dp/B09T4YK6QK/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-84&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751;4,8;23.273;em até 12x de R$ 324,99 sem juros;324,99;3509,89;Amazon;18/11/2024 20:23:40
Smartphone Xiaomi Redmi Note 12 Pro 5G Dual SIM 256 GB - 8 GB de RAM (preto meia-noite)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-256GB/dp/B0BYW7SZWD/ref=sr_1_85?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-85&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;3.150;em até 12x de R$ 158,65 com juros;158,65;1699,9;Amazon;18/11/2024 20:23:40
Smartphone Xiaomi Redmi Note 13 Pro 4G 8+256 GB, MediaTek, Helio G99-Ultra, Câmera OIS de 200 MP, Carregamento Turbo 67W, Tela AMOLED 6,67 “, NFC, (lilás)  ;https://www.amazon.com.br/Smartphone-Xiaomi-MediaTek-G99-Ultra-Carregamento/dp/B0CQJXXLQG/ref=sr_1_86?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-86&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,5;46;em até 12x de R$ 143,64 com juros;143,64;1539,0;Amazon;18/11/2024 20:23:40
"Samsung Galaxy S23 FE 5G 128 GB Câmera Tripla Traseira de 50MP +12MP + 10MP, Selfie de 10MP, Tela infinita 6.4"" 60-120Hz, 128GB, 8GB, Processador Exynos 2200, Dual Chip, e-SIM - Grafite  ";https://www.amazon.com.br/Samsung-Traseira-infinita-60-120Hz-Processador/dp/B0CKCXFNLN/ref=cs_sr_dp_1?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-87&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147;4,7;1.012;em até 10x de R$ 308,80 sem juros;308,8;3088,0;Amazon;18/11/2024 20:23:40
Smartphone Xiaomi POCO X6 Pro 5G 12GB+512GB NFC Dimensity 8300-Ultra 64MP triple camera 67W 120Hz AMOLED (Yellow)  ;https://www.amazon.com.br/Smartphone-Xiaomi-Dimensity-8300-Ultra-triple/dp/B0CR16KX25/ref=sr_1_88?dib=eyJ2IjoiMSJ9.nWPt-ZNUcDRk-k1FdFG8HrREpFjOYeqCQtG7-smpno9g_ytRtI5Q8HKpUvr-TGgDEwspdyOP67rbaBhblCiBO6dkZ_bXhlKUzgV4FyuDCfi6pEIl1hJ5tl8c7_Wc22wH_0_NtGx--HNfAh5dwpltB3JN66WVBUiGAKZ-uSiJtY9IboCMBNnLdVf8O1xcjBuPcI7I653fMs8Ot7WKOM25cQWsHulbXTaf3IMb4B3dp1DaYmqJ7MjYzYDGUGv8obnxc4zOv8zsbjpKmh-nvym3vRYo0RJT3tPf9WkPmvUUdec.Rd4bVC1rPbR0MY8JRrVIqVZ035w_19HEIp7iMEj18gU&dib_tag=se&keywords=smartphone&qid=1731972182&sr=8-88&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e;4,7;1.197;em até 12x de R$ 209,90 com juros;209,9;2249,0;Amazon;18/11/2024 20:23:40
