Nome;Link;Avaliacao;Parcelas;Preço Parcelado;Preço a Vista;Site;Data da Coleta
Smartphone xiaomi redmi a3 4gb+128gb, azul;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-a3-4gb-128gb-azul/p/dgk4c98ec5/te/xiao/; ;R$ 1.179,00 em 9x de R$ 131,00 sem juros;1179,0;791,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi Redmi Note 13 8GB+256GB Global ( Preto ) 4G;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-13-8gb-256gb-global-preto-4g/p/ae7d32c348/te/xiao/; ;R$ 10.149,00 em 10x de R$ 1.014,90 sem juros;10149,0;1273,5;Magazine Luiza;14/11/2024 20:14:36
Smartphone Asus Zenfone 9 128GB Preto 5G;https://www.magazineluiza.com.br/smartphone-asus-zenfone-9-128gb-preto-5g/p/236423600/te/tcsp/;4.8 (123);R$ 1.444,33 em 10x de R$ 144,43 sem juros;1444,33;3149,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone 12S 4G 256Gb 8Gb Ram - Preto;https://www.magazineluiza.com.br/smartphone-12s-4g-256gb-8gb-ram-preto/p/djc72jehhk/te/tcsp/;5.0 (1);R$ 2.189,00 em 10x de R$ 218,90 sem juros;2189,0;1222,9;Magazine Luiza;14/11/2024 20:14:36
Smartphone Realme Note 50 4gb 128gb;https://www.magazineluiza.com.br/smartphone-realme-note-50-4gb-128gb/p/hjg54khd4g/te/tcsp/; ;R$ 1.336,40 em 12x de R$ 111,37 sem juros;1336,4;762,22;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Neo 256GB Grisaille (Cinza) 5G 16GB RAM 6,4"" Câm. Tripla + Selfie 32MP";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-neo-256gb-grisaille-cinza-5g-16gb-ram-64-cam-tripla-selfie-32mp/p/238695600/te/medg/;5.0 (2);R$ 1.348,99 em 10x de R$ 134,90 sem juros;1348,99;2519,1;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Fusion 256GB Light Blue Vegan Leather 5G 16GB RAM 6,7"" Câmera Sony Dupla Selfie 32MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-fusion-256gb-light-blue-vegan-leather-5g-16gb-ram-67-camera-sony-dupla-selfie-32mp-dual-chip/p/238352600/te/srmt/;4.8 (139);R$ 9.649,00 em 10x de R$ 964,90 sem juros;9649,0;2219,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi POCO X6 Pro 5G 512GB (12GB RAM) Grey Cinza;https://www.magazineluiza.com.br/smartphone-xiaomi-poco-x6-pro-5g-512gb-12gb-ram-grey-cinza/p/dj3a21375b/te/xiao/; ;R$ 1.699,00 em 10x de R$ 169,90 sem juros;1699,0;2537,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S22 128GB Violeta 5G;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s22-128gb-violeta-5g-octa-core-8gb-ram-61-cam-tripla-selfie-10mp/p/236178500/te/gs22/;4.6 (1745);R$ 2.465,56 em 10x de R$ 246,56 sem juros;2465,56;2969,1;Magazine Luiza;14/11/2024 20:14:36
Celular Realme C67 256gb Dual Sim 8gb Ram;https://www.magazineluiza.com.br/celular-realme-c67-256gb-dual-sim-8gb-ram/p/bdd62fk055/te/tcsp/;5.0 (1);R$ 819,99 em 6x de R$ 136,67 sem juros;819,99;1399,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone para IDOSO 64gb;https://www.magazineluiza.com.br/smartphone-para-idoso-64gb/p/jachaagagk/te/tcsp/; ;R$ 1.419,99 em 10x de R$ 142,00 sem juros;1419,99;915,0;Magazine Luiza;14/11/2024 20:14:36
smartphone C65 256gb 8gb ram preto;https://www.magazineluiza.com.br/smartphone-c65-256gb-8gb-ram-preto-xeomii/p/jkf67g99e5/te/tcsp/;5.0 (1);R$ 2.189,00 em 10x de R$ 218,90 sem juros;2189,0;1179,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S24 Ultra 6,8” 256GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-68-256gb-preto-5g-smartwatch-samsung-galaxy-watch7/p/239083100/te/s24u/;5.0 (1);R$ 2.459,90 em 10x de R$ 245,99 sem juros;2459,9;9134,1;Magazine Luiza;14/11/2024 20:14:36
Celular Realme C67 256gb Dual Sim 8gb Ram;https://www.magazineluiza.com.br/celular-realme-c67-256gb-dual-sim-8gb-ram/p/jgk2ke308e/te/tcsp/;5.0 (1);R$ 1.309,90 em 10x de R$ 130,99 sem juros;1309,9;1444,33;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy A55 128GB Azul Escuro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-128gb-azul-escuro-5g-8gb-ram-smartband-samsung-galaxy-fit3-rose/p/239007300/te/ga55/;5.0 (7);R$ 1.348,99 em 10x de R$ 134,90 sem juros;1348,99;1970,1;Magazine Luiza;14/11/2024 20:14:36
Celular Motorola Moto One Vision XT1970 128gb Dual;https://www.magazineluiza.com.br/celular-motorola-moto-one-vision-xt1970-128gb-dual/p/jk7ckdd963/te/mtof/;4.3 (6);R$ 1.848,00 em 10x de R$ 184,80 sem juros;1848,0;1336,4;Magazine Luiza;14/11/2024 20:14:36
Smartphone Motorola Moto G6 Plus 64GB Indigo 4G;https://www.magazineluiza.com.br/smartphone-motorola-moto-g6-plus-64gb-indigo-4g-4gb-ram-tela-593-cam-dupla-cam-selfie-8mp/p/155539400/te/mog6/;4.5 (342);R$ 2.198,00 em 10x de R$ 219,80 sem juros;2198,0;1214,09;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S24 Ultra 6,8” Galaxy AI;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-68-galaxy-ai-256gb-fone-de-ouvido-bluetooth-galaxy-buds-3/p/239062800/te/s24u/; ;R$ 899,00 em 7x de R$ 128,43 sem juros;899,0;8684,1;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Moto G84 256GB Magenta 5G Snapdragon 695 8GB RAM 6,55"" Câm. Dupla + Selfie 16MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-moto-g84-256gb-magenta-5g-snapdragon-695-8gb-ram-655-cam-dupla-selfie-16mp-dual-chip/p/237877100/te/mg84/;4.8 (2956);R$ 2.799,00 em 10x de R$ 279,90 sem juros;2799,0;1529,1;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Fusion 256GB Pink Vegan Suede 5G 16GB RAM 6,7"" Câmera Sony Dupla Selfie 32MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-fusion-256gb-pink-vegan-suede-5g-16gb-ram-67-camera-sony-dupla-selfie-32mp-dual-chip/p/238352500/te/srmt/;4.8 (139);R$ 1.384,77 em 10x de R$ 138,48 sem juros;1384,77;2219,0;Magazine Luiza;14/11/2024 20:14:36
Celular Smartphone infinix smart 8 128GB, 4GB ram Verde;https://www.magazineluiza.com.br/celular-smartphone-infinix-smart-8-128gb-4gb-ram-verde/p/da4kh5g8f5/te/ifnx/; ;R$ 1.276,67 em 7x de R$ 182,38 sem juros;1276,67;754,39;Magazine Luiza;14/11/2024 20:14:36
Smartphone Motorola G8 Plus 64GB Cereja 4G;https://www.magazineluiza.com.br/smartphone-motorola-g8-plus-64gb-cereja-4g-4gb-ram-tela-63-cam-tripla-cam-selfie-25mp/p/155567900/te/mtg8/;4.0 (234);R$ 1.898,00 em 10x de R$ 189,80 sem juros;1898,0;1277,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy A55 128GB Azul Escuro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-128gb-azul-escuro-5g-8gb-ram-smartband-samsung-galaxy-fit3-rose/p/239007300/te/ga55/;5.0 (7);R$ 2.019,90 em 10x de R$ 201,99 sem juros;2019,9;1970,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi Poco X6 Pro 8gb 256gb Preto;https://www.magazineluiza.com.br/smartphone-xiaomi-poco-x6-pro-8gb-256gb-preto/p/kh6216bd84/te/xiao/;5.0 (1);R$ 2.380,00 em 10x de R$ 238,00 sem juros;2380,0;2263,11;Magazine Luiza;14/11/2024 20:14:36
Smartphone Celular Xiaomi Redmi 13c 8gb 256gb Preto;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-8gb-256gb-preto/p/db5160j0kh/te/xiao/; ;R$ 1.249,99 em 10x de R$ 125,00 sem juros;1249,99;1309,9;Magazine Luiza;14/11/2024 20:14:36
Smartphone Motorola Moto G6 Plus 64GB Indigo 4G;https://www.magazineluiza.com.br/smartphone-motorola-moto-g6-plus-64gb-indigo-4g-4gb-ram-tela-593-cam-dupla-cam-selfie-8mp/p/155539400/te/mog6/;4.5 (342);R$ 10.949,00 em 10x de R$ 1.094,90 sem juros;10949,0;1214,09;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy A35 128GB Azul Escuro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-128gb-azul-escuro-5g-6gb-ram-smartband-samsung-galaxy-fit3-rose/p/239005500/te/ga35/;5.0 (6);R$ 1.810,00 em 10x de R$ 181,00 sem juros;1810,0;1663,2;Magazine Luiza;14/11/2024 20:14:36
SMARTPHONE XIAOMI POCO X6 5G 256GB 8GB RAM Com Nfc;https://www.magazineluiza.com.br/smartphone-xiaomi-poco-x6-5g-256gb-8gb-ram-com-nfc/p/dcfaff4342/te/xiao/; ;R$ 1.399,00 em 10x de R$ 139,90 sem juros;1399,0;1978,2;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Moto G24 128GB Rosa 4GB + 4GB RAM Boost 6,6"" Câm. Dupla + Selfie 8MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-moto-g24-128gb-rosa-4gb-4gb-ram-boost-66-cam-dupla-selfie-8mp-dual-chip/p/237270400/te/srmt/;4.8 (3029);R$ 969,00 em 8x de R$ 121,13 sem juros;969,0;809,1;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Neo 256GB Latte (Marrom) 5G 16GB RAM 6,4"" Câm. Tripla + Selfie 32MP";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-neo-256gb-latte-marrom-5g-16gb-ram-64-cam-tripla-selfie-32mp/p/238695400/te/srmt/;5.0 (2);R$ 1.149,99 em 9x de R$ 127,78 sem juros;1149,99;2519,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - AZUL;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-12-128gb-4gb-ram-azul/p/cffj1ek5e1/te/rdm7/;5.0 (1);R$ 529,80 em 4x de R$ 132,45 sem juros;529,8;1246,29;Magazine Luiza;14/11/2024 20:14:36
Smartphone TCL 40 SE 256GB Grafite;https://www.magazineluiza.com.br/smartphone-tcl-40-se-256gb-grafite/p/cdhj4kjeaa/te/stcl/;4.8 (6);R$ 2.999,99 em 10x de R$ 300,00 sem juros;2999,99;1149,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy A25 6,5” 256GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a25-65-256gb-azul-5g-smartband-galaxy-fit3-rose/p/229995800/te/ga25/; ;R$ 6.549,00 em 10x de R$ 654,90 sem juros;6549,0;1708,2;Magazine Luiza;14/11/2024 20:14:36
Smartphone X6 5G 8Gb Ram 256Gb;https://www.magazineluiza.com.br/smartphone-x6-5g-8gb-ram-256gb-xiaomi/p/kadbjf2724/te/xiao/;5.0 (2);R$ 832,90 em 6x de R$ 138,82 sem juros;832,9;1858,31;Magazine Luiza;14/11/2024 20:14:36
Smartphone Motorola Edge 50 Fusion 5G 256GB 8GB Azul Marinho;https://www.magazineluiza.com.br/smartphone-motorola-edge-50-fusion-5g-256gb-8gb-azul-marinho/p/ef3fjhdhd8/te/srmt/; ;R$ 1.042,99 em 8x de R$ 130,37 sem juros;1042,99;2142,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi Redmi 14C 256GB / 4GB RAM (Starry Blue) Azul;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-14c-256gb-4gb-ram-starry-blue-azul/p/ae1116acg9/te/xiao/;5.0 (1);R$ 1.999,90 em 10x de R$ 199,99 sem juros;1999,9;1249,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S24 Ultra 512GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-512gb-titanio-violeta-5g-smartwatch-watch7-prata/p/239082000/te/s24u/;5.0 (1);R$ 1.549,00 em 10x de R$ 154,90 sem juros;1549,0;9854,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Honor X8b Platinum Silver 256gb 8gb;https://www.magazineluiza.com.br/smartphone-honor-x8b-platinum-silver-256gb-8gb/p/gahgckk7hh/te/tcsp/; ;R$ 2.799,00 em 10x de R$ 279,90 sem juros;2799,0;1629,0;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Moto G54 256GB Azul 5G 8GB RAM 6,5"" Câm. Dupla + Selfie 16MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-moto-g54-256gb-azul-5g-8gb-ram-65-cam-dupla-selfie-16mp-dual-chip/p/237876300/te/srmt/;4.7 (5665);R$ 799,00 em 6x de R$ 133,17 sem juros;799,0;1259,1;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Moto G34 128GB Preto 5G 4GB + 4GB RAM Boost 6,5"" Câm. Dupla + Selfie 16MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-moto-g34-128gb-preto-5g-4gb-4gb-ram-boost-65-cam-dupla-selfie-16mp-dual-chip/p/237269900/te/srmt/;4.8 (1667);R$ 2.049,99 em 10x de R$ 205,00 sem juros;2049,99;872,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi Redmi 13C 128GB / 4GB RAM (Clover Green) Verde;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-13c-128gb-4gb-ram-clover-green-verde/p/fkf5cfacca/te/xiao/; ;R$ 1.205,98 em 10x de R$ 120,60 sem juros;1205,98;1149,99;Magazine Luiza;14/11/2024 20:14:36
Celular Do Idoso Smartphone Fácil Usar 32gb Botão Grande Vermelho;https://www.magazineluiza.com.br/celular-do-idoso-smartphone-facil-usar-32gb-botao-grande-vermelho-zte/p/fb816e094g/te/tcsp/; ;R$ 2.259,99 em 10x de R$ 226,00 sem juros;2259,99;529,8;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi Redmi Note 13 8gb Ram 256gb;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-13-8gb-ram-256gb/p/ab0d930729/te/xiao/; ;R$ 1.799,00 em 10x de R$ 179,90 sem juros;1799,0;2939,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S24 128GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-128gb-violeta-5g-smartwatch-watch7-prata/p/239081900/te/gs24/; ;R$ 1.499,90 em 10x de R$ 149,99 sem juros;1499,9;5894,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Realme Note 50 4gb 128gb;https://www.magazineluiza.com.br/smartphone-realme-note-50-4gb-128gb/p/cb4faaace0/te/tcsp/; ;R$ 1.439,00 em 10x de R$ 143,90 sem juros;1439,0;749,61;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy A10s 32GB Preto;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a10s-32gb-preto-4g-2gb-ram-62-cam-dupla-selfie-8mp/p/155568200/te/s10s/;4.1 (217);R$ 2.198,00 em 10x de R$ 219,80 sem juros;2198,0;938,69;Magazine Luiza;14/11/2024 20:14:36
Smartphone Celular Xiaomi Redmi 13c 8gb 256gb;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-8gb-256gb/p/jh82e6hc26/te/xiao/;5.0 (1);R$ 999,90 em 12x de R$ 83,33 sem juros;999,9;1959,9;Magazine Luiza;14/11/2024 20:14:36
Smartphone Celular Xiaomi Redmi Note 13 8GB/256GB Verde - BR - XIAOMI;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-note-13-8gb-256gb-verde-br-xiaomi/p/fba2eje8ch/te/xiao/; ;R$ 1.399,00 em 10x de R$ 139,90 sem juros;1399,0;1425,08;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Neo 256GB Poinciana (Vermelho) 5G 16GB RAM 6,4"" Câm. Tripla + Selfie 32MP";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-neo-256gb-poinciana-vermelho-5g-16gb-ram-64-cam-tripla-selfie-32mp/p/238695100/te/medg/;5.0 (2);R$ 899,00 em 7x de R$ 128,43 sem juros;899,0;2519,1;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Moto G04s 128GB Grafite 4GB RAM 6,6"" Câm 50MP + Selfie 5MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-moto-g04s-128gb-grafite-4gb-ram-66-cam-50mp-selfie-5mp-dual-chip/p/238245300/te/srmt/;4.8 (1515);R$ 866,90 em 7x de R$ 123,84 sem juros;866,9;719,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi POCO X6 5G 256GB (8GB RAM) Black Preto;https://www.magazineluiza.com.br/smartphone-xiaomi-poco-x6-5g-256gb-8gb-ram-black-preto/p/dj31e61ek4/te/xiao/; ;R$ 4.999,00 em 10x de R$ 499,90 sem juros;4999,0;1885,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone Celular Xiaomi Redmi 13c 8gb 256gb;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-13c-8gb-256gb/p/kg9ff8b9jb/te/xiao/;5.0 (1);R$ 5.018,99 em 10x de R$ 501,90 sem juros;5018,99;1205,98;Magazine Luiza;14/11/2024 20:14:36
Smartphone Pσco X6 256GB (12GB RAM) Azul;https://www.magazineluiza.com.br/smartphone-psco-x6-256gb-12gb-ram-azul/p/fejj884k71/te/tcsp/;5.0 (1);R$ 1.199,90 em 9x de R$ 133,32 sem juros;1199,9;2033,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone Motorola One Fusion 64GB Azul Safira;https://www.magazineluiza.com.br/smartphone-motorola-one-fusion-64gb-azul-safira-4g-4gb-ram-tela-65-cam-quadrupla-selfie-8mp/p/155585900/te/mtof/;3.9 (119);R$ 2.999,99 em 10x de R$ 300,00 sem juros;2999,99;1619,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi Redmi Note 13 8gb Ram 256gb;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-13-8gb-ram-256gb/p/jgca3236fj/te/xiao/;5.0 (2);R$ 1.986,66 em 10x de R$ 198,67 sem juros;1986,66;1379,91;Magazine Luiza;14/11/2024 20:14:36
Smartphone Realme 11x 5G 8gb 128gb;https://www.magazineluiza.com.br/smartphone-realme-11x-5g-8gb-128gb/p/kkg5cbeeab/te/tcsp/; ;R$ 1.999,99 em 10x de R$ 200,00 sem juros;1999,99;1439,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy A35 256GB Azul Escuro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a35-256gb-azul-escuro-5g-8gb-ram-smartband-samsung-galaxy-fit3-prata/p/239005200/te/ga35/; ;R$ 2.799,00 em 10x de R$ 279,90 sem juros;2799,0;1978,2;Magazine Luiza;14/11/2024 20:14:36
Smartphone Celular Telefone Idoso Nokia 4G 128GB Tela 6,5” Câm 50MP Android 12 até 3 dias de Bateria;https://www.magazineluiza.com.br/smartphone-celular-telefone-idoso-nokia-4g-128gb-tela-65-cam-50mp-android-12-ate-3-dias-de-bateria/p/bdee376dck/te/noki/;5.0 (1);R$ 2.465,56 em 10x de R$ 246,56 sem juros;2465,56;849,92;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Moto G54 256GB Verde 5G 8GB RAM 6,5"" Câm. Dupla + Selfie 16MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-moto-g54-256gb-verde-5g-8gb-ram-65-cam-dupla-selfie-16mp-dual-chip/p/237876400/te/mg54/;4.7 (5665);R$ 2.409,90 em 10x de R$ 240,99 sem juros;2409,9;1259,1;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Moto G24 128GB Grafite 4GB + 4GB RAM Boost 6,6"" Câm. Dupla + Selfie 8MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-moto-g24-128gb-grafite-4gb-4gb-ram-boost-66-cam-dupla-selfie-8mp-dual-chip/p/237270300/te/srmt/;4.8 (3029);R$ 5.999,99 em 10x de R$ 600,00 sem juros;5999,99;809,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy A03 Core - Preto;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a03-core-preto/p/jg9bk4agh9/te/ga03/; ;R$ 1.021,11 em 8x de R$ 127,64 sem juros;1021,11;797,55;Magazine Luiza;14/11/2024 20:14:36
Celular Multi Up Play Preto P9076;https://www.magazineluiza.com.br/celular-multi-up-play-preto-p9076/p/ca71cjheb6/te/ceba/;no Pix ;R$ 2.549,00 em 10x de R$ 254,90 sem juros;2549,0;98,91;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S20 Ultra 128GB Cosmic;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s20-ultra-128gb-cosmic-gray-12gb-ram-tela-69-cam-quadrupla-cam-40mp/p/155586600/te/gs2u/;4.1 (15);R$ 899,00 em 12x de R$ 74,92 sem juros;899,0;4499,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S10e 128GB Preto 4G;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s10e-128gb-preto-4g-6gb-ram-tela-58-cam-dupla-cam-selfie-10mp/p/155550200/te/gs10/;4.3 (79);R$ 869,90 em 7x de R$ 124,27 sem juros;869,9;4517,09;Magazine Luiza;14/11/2024 20:14:36
Celular smartphone 256gb 8GB ram global kit completo com carregador e cabo usb;https://www.magazineluiza.com.br/celular-smartphone-256gb-8gb-ram-global-kit-completo-com-carregador-e-cabo-usb-inboxmobile/p/cd713h4f35/te/tcsp/; ;R$ 1.599,00 em 10x de R$ 159,90 sem juros;1599,0;1079,91;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi Poco X6 8gb 256gb Preto;https://www.magazineluiza.com.br/smartphone-xiaomi-poco-x6-8gb-256gb-preto/p/ja1ajg540e/te/xiao/; ;R$ 1.299,00 em 10x de R$ 129,90 sem juros;1299,0;2939,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy M55 5G 256GB 8GB 6,7” OctaCore;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-m55-5g-256gb-8gb-67-octacore/p/de2k0bj1eg/te/galx/;5.0 (3);R$ 1.248,88 em 10x de R$ 124,89 sem juros;1248,88;1787,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi Redmi Note 13 8gb Ram 256gb Azul;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-note-13-8gb-ram-256gb-azul/p/bdcdh6hb6b/te/xiao/; ;R$ 5.198,00 em 10x de R$ 519,80 sem juros;5198,0;1999,99;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Neo 256GB Grisaille (Cinza) 5G 16GB RAM 6,4"" Câm. Tripla + Selfie 32MP";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-neo-256gb-grisaille-cinza-5g-16gb-ram-64-cam-tripla-selfie-32mp/p/238695600/te/medg/;5.0 (2);R$ 2.049,99 em 10x de R$ 205,00 sem juros;2049,99;2519,1;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Fusion 256GB Light Blue Vegan Leather 5G 16GB RAM 6,7"" Câmera Sony Dupla Selfie 32MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-fusion-256gb-light-blue-vegan-leather-5g-16gb-ram-67-camera-sony-dupla-selfie-32mp-dual-chip/p/238352600/te/srmt/;4.8 (139);R$ 1.665,59 em 10x de R$ 166,56 sem juros;1665,59;2219,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Redmi Note 13 Pro 5G 8gb Ram 256gb;https://www.magazineluiza.com.br/smartphone-redmi-note-13-pro-5g-8gb-ram-256gb-xiaomi/p/je88f42a9j/te/xiao/; ;R$ 699,90 em 5x de R$ 139,98 sem juros;699,9;2217,11;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi 14T 5G 12GB+512GB, Preto;https://www.magazineluiza.com.br/smartphone-xiaomi-14t-5g-12gb-512gb-preto/p/ed09kja9c0/te/xiao/; ;R$ 5.699,00 em 10x de R$ 569,90 sem juros;5699,0;5999,99;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Infinix Smart 8 Pro 256gb 4gb 6,6"" Dourado";https://www.magazineluiza.com.br/smartphone-infinix-smart-8-pro-256gb-4gb-66-dourado/p/je11805673/te/ifs8/; ;R$ 5.699,00 em 10x de R$ 569,90 sem juros;5699,0;919,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Celular Xiaomi Redmi Note 13 Pro 5G BR 8GB 256GB PRETO;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-note-13-pro-5g-br-8gb-256gb-preto/p/dhad98gk50/te/xiao/; ;R$ 3.199,00 em 10x de R$ 319,90 sem juros;3199,0;2166,65;Magazine Luiza;14/11/2024 20:14:36
Celular Galaxy A05 128gb A055 Samsung;https://www.magazineluiza.com.br/celular-galaxy-a05-128gb-a055-samsung/p/bcgd2gfkd6/te/ga05/; ;R$ 5.199,00 em 10x de R$ 519,90 sem juros;5199,0;809,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi Redmi A3 4GB Ram 128GB;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-a3-4gb-ram-128gb/p/ajkjhj2bce/te/xiao/; ;R$ 1.123,99 em 9x de R$ 124,89 sem juros;1123,99;800,31;Magazine Luiza;14/11/2024 20:14:36
Smartphone Celular Xiaomi Redmi Note 13 8GB 256GB VERDE;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-redmi-note-13-8gb-256gb-verde/p/bfjkaabh76/te/xiao/; ;R$ 1.998,76 em 12x de R$ 166,56 sem juros;1998,76;1359,15;Magazine Luiza;14/11/2024 20:14:36
Smartphone OPPO A58 256GB Preto 8GB RAM;https://www.magazineluiza.com.br/smartphone-oppo-a58-256gb-preto-8gb-ram/p/ef35f388dk/te/oppo/; ;R$ 3.098,00 em 10x de R$ 309,80 sem juros;3098,0;1299,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi Redmi 14C 256GB 4+4GB RAM VIRTUAL Preto;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-14c-256gb-4-4gb-ram-virtual-preto/p/kh9368k4a5/te/xiao/; ;R$ 2.999,99 em 10x de R$ 300,00 sem juros;2999,99;1248,88;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi_14T 5G 512GB 12GB RAM Dual SIM Global;https://www.magazineluiza.com.br/smartphone-xiaomi-14t-5g-512gb-12gb-ram-dual-sim-global/p/dd716k0kb8/te/tcsp/; ;R$ 1.398,98 em 10x de R$ 139,90 sem juros;1398,98;5198,0;Magazine Luiza;14/11/2024 20:14:36
