Nome;Link;Avaliacao;Parcelas;Preço Parcelado;Preço a Vista;Site;Data da Coleta
"Smartphone Motorola Edge 50 Neo 256GB Poinciana (Vermelho) 5G 16GB RAM 6,4"" Câm. Tripla + Selfie 32MP";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-neo-256gb-poinciana-vermelho-5g-16gb-ram-64-cam-tripla-selfie-32mp/p/238695100/te/medg/;5.0 (2);R$ 899,90 em 7x de R$ 128,56 sem juros;899,9;2519,1;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Moto G04s 128GB Grafite 4GB RAM 6,6"" Câm 50MP + Selfie 5MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-moto-g04s-128gb-grafite-4gb-ram-66-cam-50mp-selfie-5mp-dual-chip/p/238245300/te/srmt/;4.8 (1515);R$ 1.460,00 em 10x de R$ 146,00 sem juros;1460,0;719,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy A55 256GB Rosa;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-256gb-rosa-5g-samsung-galaxy-buds-fe-fone-de-ouvido/p/239098500/te/ga55/; ;R$ 2.799,00 em 10x de R$ 279,90 sem juros;2799,0;3778,2;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S24 128GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-128gb-creme-5g-smartwatch-watch7-40mm-verde/p/239073900/te/gs24/; ;R$ 2.465,56 em 10x de R$ 246,56 sem juros;2465,56;5804,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy A55 256GB Rosa;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-256gb-rosa-5g-smartwatch-galaxy-watch-fe-40mm-azul/p/239094100/te/ga55/; ;R$ 819,99 em 6x de R$ 136,67 sem juros;819,99;4435,11;Magazine Luiza;14/11/2024 20:14:36
Smartphone m6 pro 512gb memoria 12gb ram cor preto;https://www.magazineluiza.com.br/smartphone-m6-pro-512gb-memoria-12gb-ram-cor-preto-xeomii/p/cd09gcedak/te/tcsp/; ;R$ 1.297,00 em 12x de R$ 108,08 sem juros;1297,0;1940,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S22+ 256GB Verde 5GB 8GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s22-256gb-verde-5gb-8gb/p/234440000/te/gs22/;4.7 (83);R$ 4.198,00 em 10x de R$ 419,80 sem juros;4198,0;4679,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Realme Note 50 3gb 64gb Azul;https://www.magazineluiza.com.br/smartphone-realme-note-50-3gb-64gb-azul/p/gkj32h8k4b/te/tcsp/; ;R$ 6.949,00 em 10x de R$ 694,90 sem juros;6949,0;999,9;Magazine Luiza;14/11/2024 20:14:36
Smartphone xiaomi redmi 13c 8gb 256gb verde;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-13c-8gb-256gb-verde/p/cjj975g6jk/te/xiao/; ;R$ 2.469,98 em 10x de R$ 247,00 sem juros;2469,98;1299,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone Celular Xiaomi POCO X6 Pro 5G 512GB (12GB RAM) Black Preto;https://www.magazineluiza.com.br/smartphone-celular-xiaomi-poco-x6-pro-5g-512gb-12gb-ram-black-preto/p/edhha8kd8f/te/xiao/; ;R$ 6.449,00 em 10x de R$ 644,90 sem juros;6449,0;2719,15;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Moto G54 256GB Verde 5G 8GB RAM 6,5"" Câm. Dupla + Selfie 16MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-moto-g54-256gb-verde-5g-8gb-ram-65-cam-dupla-selfie-16mp-dual-chip/p/237876400/te/mg54/;4.7 (5665);R$ 1.656,90 em 10x de R$ 165,69 sem juros;1656,9;1259,1;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Moto G24 128GB Grafite 4GB + 4GB RAM Boost 6,6"" Câm. Dupla + Selfie 8MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-moto-g24-128gb-grafite-4gb-4gb-ram-boost-66-cam-dupla-selfie-8mp-dual-chip/p/237270300/te/srmt/;4.8 (3029);R$ 2.149,00 em 10x de R$ 214,90 sem juros;2149,0;809,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Realme Note 50 4gb 128gb;https://www.magazineluiza.com.br/smartphone-realme-note-50-4gb-128gb/p/chdh3j21db/te/tcsp/; ;R$ 8.349,00 em 10x de R$ 834,90 sem juros;8349,0;1115,0;Magazine Luiza;14/11/2024 20:14:36
Celular LG K11+ 32gb Dual;https://www.magazineluiza.com.br/celular-lg-k11-32gb-dual/p/gk7575dk8g/te/ceba/; ;R$ 1.099,90 em 9x de R$ 122,21 sem juros;1099,9;911,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Pσco X6 256GB (8GB RAM) Preto;https://www.magazineluiza.com.br/smartphone-psco-x6-256gb-8gb-ram-preto/p/eh22a8jj8e/te/tcsp/; ;R$ 2.465,56 em 10x de R$ 246,56 sem juros;2465,56;1799,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone poco x6 5g br 8gb+256gb, preto - XIAOMI;https://www.magazineluiza.com.br/smartphone-poco-x6-5g-br-8gb-256gb-preto-xiaomi/p/jj09a92315/te/xiao/; ;R$ 2.799,00 em 10x de R$ 279,90 sem juros;2799,0;1999,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone xiaomi redmi 13c 8gb 256gb azul;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-13c-8gb-256gb-azul/p/kgaa14j1d6/te/xiao/; ;R$ 10.449,00 em 10x de R$ 1.044,90 sem juros;10449,0;1205,98;Magazine Luiza;14/11/2024 20:14:36
Smartphone Realme Note 50 256GB (4GB RAM) Preto;https://www.magazineluiza.com.br/smartphone-realme-note-50-256gb-4gb-ram-preto/p/bdb957fdgb/te/tcsp/; ;R$ 1.059,00 em 8x de R$ 132,38 sem juros;1059,0;906,39;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi Redmi A3 128GB - 4GB Ram;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-a3-128gb-4gb-ram/p/feeg6134g1/te/xiao/; ;R$ 2.455,36 em 10x de R$ 245,54 sem juros;2455,36;827,91;Magazine Luiza;14/11/2024 20:14:36
Smartphone m6 pro 256gb memoria 8gb ram cor preto;https://www.magazineluiza.com.br/smartphone-m6-pro-256gb-memoria-8gb-ram-cor-preto-xeoomii/p/dcb00772cg/te/tcsp/; ;R$ 1.099,99 em 9x de R$ 122,22 sem juros;1099,99;1460,0;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Neo 256GB Grisaille (Cinza) 5G 16GB RAM 6,4"" Câm. Tripla + Selfie 32MP";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-neo-256gb-grisaille-cinza-5g-16gb-ram-64-cam-tripla-selfie-32mp/p/238695600/te/medg/;5.0 (2);R$ 3.199,99 em 10x de R$ 320,00 sem juros;3199,99;2519,1;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Fusion 256GB Light Blue Vegan Leather 5G 16GB RAM 6,7"" Câmera Sony Dupla Selfie 32MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-fusion-256gb-light-blue-vegan-leather-5g-16gb-ram-67-camera-sony-dupla-selfie-32mp-dual-chip/p/238352600/te/srmt/;4.8 (139);R$ 3.100,00 em 10x de R$ 310,00 sem juros;3100,0;2219,0;Magazine Luiza;14/11/2024 20:14:36
"Celular Smartphone Infinix Smart 8 X6525 128GB 8GB RAM Dual SIM Tela 6.6"" - DOURADO";https://www.magazineluiza.com.br/celular-smartphone-infinix-smart-8-x6525-128gb-8gb-ram-dual-sim-tela-6-6-dourado/p/jk2558k8aj/te/ifnx/; ;R$ 1.242,40 em 10x de R$ 124,24 sem juros;1242,4;754,39;Magazine Luiza;14/11/2024 20:14:36
Smartphone xiaomi redmi 13c 4gb 128gb azul;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-13c-4gb-128gb-azul/p/ch3f13d35k/te/xiao/; ;R$ 2.799,00 em 10x de R$ 279,90 sem juros;2799,0;1297,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy A55 256GB Rosa;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-256gb-rosa-5g-galaxy-buds-fe-fone-de-ouvido-sem-fio/p/239097900/fs/fman/; ;R$ 2.799,00 em 10x de R$ 279,90 sem juros;2799,0;3988,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S24 256GB Preto;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-256gb-preto-5g-smartwatch-watch7-40mm-verde/p/239070000/te/gs24/; ;R$ 10.849,00 em 10x de R$ 1.084,90 sem juros;10849,0;6254,1;Magazine Luiza;14/11/2024 20:14:36
Celular Multilaser Up Play 3G P9134;https://www.magazineluiza.com.br/celular-multilaser-up-play-3g-p9134/p/hc5jg20ke4/te/ceba/;5.0 (1);R$ 1.130,90 em 9x de R$ 125,66 sem juros;1130,9;229,9;Magazine Luiza;14/11/2024 20:14:36
Smartphone 13 Pro 5G 256Gb 8Gb Ram Verde;https://www.magazineluiza.com.br/smartphone-13-pro-5g-256gb-8gb-ram-verde/p/jeadb9cec9/te/tcsp/; ;R$ 1.149,90 em 9x de R$ 127,77 sem juros;1149,9;2099,48;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S24 128GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-128gb-violeta-5g-smartwatch-watch7-40mm-verde/p/239073500/te/gs24/; ;R$ 1.049,99 em 8x de R$ 131,25 sem juros;1049,99;5804,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Galaxy A15 5G A155M 256 GB Samsung;https://www.magazineluiza.com.br/smartphone-galaxy-a15-5g-a155m-256-gb-samsung/p/dbc7h54ea9/te/ga15/;4.0 (1);R$ 1.452,27 em 10x de R$ 145,23 sem juros;1452,27;1656,9;Magazine Luiza;14/11/2024 20:14:36
Celular Smartphone Samsung Galaxy A35 256GB de Memória 8GB Ram 5G Rosa 5G Tela 6.6'' NFC Bateria 5000mAh;https://www.magazineluiza.com.br/celular-smartphone-samsung-galaxy-a35-256gb-de-memoria-8gb-ram-5g-rosa-5g-tela-6-6-nfc-bateria-5000mah/p/cejkh7cc5d/te/galx/;5.0 (1);R$ 10.949,00 em 10x de R$ 1.094,90 sem juros;10949,0;2149,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S24+ 6,7” 512GB Cinza;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-67-512gb-cinza-5g-smartwatch-samsung-galaxy-watch7-44mm/p/239082800/te/s24m/; ;R$ 1.429,90 em 12x de R$ 119,16 sem juros;1429,9;7514,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Moto G24 XT2423-6 Motorola;https://www.magazineluiza.com.br/smartphone-moto-g24-xt2423-6-motorola/p/kc232a19fa/te/srmt/; ;R$ 1.241,03 em 10x de R$ 124,10 sem juros;1241,03;1099,9;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Fusion 256GB Pink Vegan Suede 5G 16GB RAM 6,7"" Câmera Sony Dupla Selfie 32MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-fusion-256gb-pink-vegan-suede-5g-16gb-ram-67-camera-sony-dupla-selfie-32mp-dual-chip/p/238352500/te/srmt/;4.8 (139);R$ 2.465,56 em 10x de R$ 246,56 sem juros;2465,56;2219,0;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Neo 256GB Latte (Marrom) 5G 16GB RAM 6,4"" Câm. Tripla + Selfie 32MP";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-neo-256gb-latte-marrom-5g-16gb-ram-64-cam-tripla-selfie-32mp/p/238695400/te/srmt/;5.0 (2);R$ 2.465,56 em 10x de R$ 246,56 sem juros;2465,56;2519,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S24 Ultra 6,8” Galaxy AI;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-68-galaxy-ai-512gb-fone-de-ouvido-bluetooth-galaxy-buds-3/p/239064300/te/s24u/;5.0 (1);R$ 1.529,00 em 10x de R$ 152,90 sem juros;1529,0;9404,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi Redmi 13c 4gb 128gb;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-13c-4gb-128gb/p/ck49h069ek/te/xiao/; ;R$ 1.580,42 em 12x de R$ 131,70 sem juros;1580,42;1059,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Motorola Moto G84 256GB Magenta 5G Snapdragon;https://www.magazineluiza.com.br/smartphone-motorola-moto-g84-256gb-magenta-5g-snapdragon/p/ke1cf2196j/te/srmt/; ;R$ 899,90 em 7x de R$ 128,56 sem juros;899,9;2455,36;Magazine Luiza;14/11/2024 20:14:36
Smartphone xiaomi redmi 13c 4gb 128gb azul;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-13c-4gb-128gb-azul/p/hdg2b616eg/te/ceba/; ;R$ 1.999,99 em 10x de R$ 200,00 sem juros;1999,99;989,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone poco x5 5g 8gb 256gb azul;https://www.magazineluiza.com.br/smartphone-poco-x5-5g-8gb-256gb-azul-xiaomi/p/ghffb78325/te/tcsp/; ;R$ 1.624,00 em 12x de R$ 135,33 sem juros;1624,0;3199,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone Celular X I A O M I - Not. 13 Pro+ (Plus) 5g - 8r/256gb - Lacrado - Tela Curve;https://www.magazineluiza.com.br/smartphone-celular-x-i-a-o-m-i-not-13-pro-plus-5g-8r-256gb-lacrado-tela-curve-xi/p/eg9edg709f/te/xiao/; ;R$ 1.739,90 em 12x de R$ 144,99 sem juros;1739,9;3100,0;Magazine Luiza;14/11/2024 20:14:36
"Smartphone celular motorola g14 8gb/256gb 6.5""";https://www.magazineluiza.com.br/smartphone-celular-motorola-g14-8gb-256gb-6-5/p/db943g3de3/te/srmt/; ;R$ 1.299,90 em 10x de R$ 129,99 sem juros;1299,9;1242,4;Magazine Luiza;14/11/2024 20:14:36
Celular Multi Up Play Branco P9077;https://www.magazineluiza.com.br/celular-multi-up-play-branco-p9077/p/cdabhk2hc6/te/ceba/;no Pix ;R$ 2.667,00 em 10x de R$ 266,70 sem juros;2667,0;89,9;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Neo 256GB Poinciana (Vermelho) 5G 16GB RAM 6,4"" Câm. Tripla + Selfie 32MP";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-neo-256gb-poinciana-vermelho-5g-16gb-ram-64-cam-tripla-selfie-32mp/p/238695100/te/medg/;5.0 (2);R$ 1.115,00 em 9x de R$ 123,89 sem juros;1115,0;2519,1;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Neo 256GB Grisaille (Cinza) 5G 16GB RAM 6,4"" Câm. Tripla + Selfie 32MP";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-neo-256gb-grisaille-cinza-5g-16gb-ram-64-cam-tripla-selfie-32mp/p/238695600/te/medg/;5.0 (2);R$ 1.099,90 em 9x de R$ 122,21 sem juros;1099,9;2519,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S24 Ultra 512GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-512gb-titanio-cinza-5g-smartwatch-watch7-40mm-verde/p/239073700/te/s24u/; ;R$ 1.198,80 em 9x de R$ 133,20 sem juros;1198,8;9764,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Motorola Moto G23 Branco 128gb 4gb;https://www.magazineluiza.com.br/smartphone-motorola-moto-g23-branco-128gb-4gb/p/hc421c56a0/te/srmt/; ;R$ 1.889,90 em 10x de R$ 188,99 sem juros;1889,9;1130,9;Magazine Luiza;14/11/2024 20:14:36
Smartphone Nokia C30 64GB 4G;https://www.magazineluiza.com.br/smartphone-nokia-c30-64gb-4g/p/he1228kedk/te/noki/; ;R$ 1.241,99 em 12x de R$ 103,50 sem juros;1241,99;1034,91;Magazine Luiza;14/11/2024 20:14:36
Smartphone xiaomi redmi 13c 4gb 128gb azul;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-13c-4gb-128gb-azul/p/gg051f81dj/te/tcsp/; ;R$ 1.799,99 em 10x de R$ 180,00 sem juros;1799,99;944,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone 12S 4G 256Gb 8Gb Ram - Verde;https://www.magazineluiza.com.br/smartphone-12s-4g-256gb-8gb-ram-verde/p/beg707ack0/te/tcsp/; ;R$ 1.099,90 em 9x de R$ 122,21 sem juros;1099,9;1234,43;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S24 Ultra 512GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-512gb-creme-5g-smartwatch-samsung-galaxy-watch7-prata/p/239082200/te/s24u/;1.0 (1);R$ 3.100,00 em 10x de R$ 310,00 sem juros;3100,0;9854,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy A15 128BG 4GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-128bg-4gb-samsung-celulares/p/cc02471a6a/te/ga15/; ;R$ 625,00 em 12x de R$ 52,08 sem juros;625,0;1286,91;Magazine Luiza;14/11/2024 20:14:36
Smartphone 12 256Gb 8Gb Ram Preto;https://www.magazineluiza.com.br/smartphone-12-256gb-8gb-ram-preto-rd12/p/cdea9ea195/te/tcsp/; ;R$ 1.219,90 em 10x de R$ 121,99 sem juros;1219,9;1054,88;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Fusion 256GB Light Blue Vegan Leather 5G 16GB RAM 6,7"" Câmera Sony Dupla Selfie 32MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-fusion-256gb-light-blue-vegan-leather-5g-16gb-ram-67-camera-sony-dupla-selfie-32mp-dual-chip/p/238352600/te/srmt/;4.8 (139);R$ 2.149,00 em 10x de R$ 214,90 sem juros;2149,0;2219,0;Magazine Luiza;14/11/2024 20:14:36
"Smartphone Motorola Edge 50 Fusion 256GB Blue Teal 5G 16GB RAM 6,7"" Câmera Sony Dupla Selfie 32MP Dual Chip";https://www.magazineluiza.com.br/smartphone-motorola-edge-50-fusion-256gb-blue-teal-5g-16gb-ram-67-camera-sony-dupla-selfie-32mp-dual-chip/p/238352200/te/srmt/;4.8 (139);R$ 3.590,00 em 10x de R$ 359,00 sem juros;3590,0;2219,0;Magazine Luiza;14/11/2024 20:14:36
Celular Nokia 105 Dual Nk093;https://www.magazineluiza.com.br/celular-nokia-105-dual-nk093/p/ef34g6ea4g/te/ceba/;no Pix ;R$ 1.130,90 em 9x de R$ 125,66 sem juros;1130,9;177,8;Magazine Luiza;14/11/2024 20:14:36
Smartphone Xiaomi Redmi 12 4G 8gb 256gb;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-12-4g-8gb-256gb/p/hh0829h13c/te/xiao/; ;R$ 3.098,00 em 10x de R$ 309,80 sem juros;3098,0;1529,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Celular Realme Azul 50 256GB 4RAM 4G Economico;https://www.magazineluiza.com.br/smartphone-celular-realme-azul-50-256gb-4ram-4g-economico/p/kjb2ab72c7/te/tcsp/; ;R$ 10.949,00 em 10x de R$ 1.094,90 sem juros;10949,0;1580,42;Magazine Luiza;14/11/2024 20:14:36
Smartphone para IDOSO 64gb Facil Utilização;https://www.magazineluiza.com.br/smartphone-para-idoso-64gb-facil-utilizacao/p/fccj325eck/te/tcsp/; ;R$ 299,90 em 2x de R$ 149,95 sem juros;299,9;899,9;Magazine Luiza;14/11/2024 20:14:36
Smartphone poco x6 5g br 8gb+256gb, preto - XIAOMI;https://www.magazineluiza.com.br/smartphone-poco-x6-5g-br-8gb-256gb-preto-xiaomi/p/cf967kb2d3/te/xiao/; ;R$ 10.949,00 em 10x de R$ 1.094,90 sem juros;10949,0;1999,99;Magazine Luiza;14/11/2024 20:14:36
Celular Galaxy A15 256gb A155 Samsung;https://www.magazineluiza.com.br/celular-galaxy-a15-256gb-a155-samsung/p/fghb048g33/te/ga15/; ;R$ 3.174,99 em 10x de R$ 317,50 sem juros;3174,99;1461,6;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy A15 256BG 4GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a15-256bg-4gb-samsung-celulares/p/bdddbd91b7/te/ga15/;5.0 (1);R$ 5.550,00 em 10x de R$ 555,00 sem juros;5550,0;1565,91;Magazine Luiza;14/11/2024 20:14:36
Smartphone Motorola Moto G23 128gb 4gb;https://www.magazineluiza.com.br/smartphone-motorola-moto-g23-128gb-4gb/p/ggh0kkkjh3/te/srmt/; ;R$ 1.399,90 em 10x de R$ 139,99 sem juros;1399,9;1299,9;Magazine Luiza;14/11/2024 20:14:36
"Celular Smartphone Samsung Galaxy A54 5G 256gb 8gb Ram Verde NFC 5000mAh Tela 6.4"" 50 mpx";https://www.magazineluiza.com.br/celular-smartphone-samsung-galaxy-a54-5g-256gb-8gb-ram-verde-nfc-5000mah-tela-6-4-50-mpx/p/kbghfh9kc1/te/galx/; ;R$ 1.449,99 em 10x de R$ 145,00 sem juros;1449,99;2400,3;Magazine Luiza;14/11/2024 20:14:36
Smartphone Motorola Moto G23 128gb 4gb - Azul;https://www.magazineluiza.com.br/smartphone-motorola-moto-g23-128gb-4gb-azul/p/cj1fj699dj/te/srmt/;5.0 (1);R$ 300,00 em 2x de R$ 150,00 sem juros;300,0;1115,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Moto G24 XT2423-6 Motorola;https://www.magazineluiza.com.br/smartphone-moto-g24-xt2423-6-motorola/p/ehcgaj938f/te/srmt/; ;R$ 365,90 em 3x de R$ 121,97 sem juros;365,9;1099,9;Magazine Luiza;14/11/2024 20:14:36
Smartphone Galaxy A15 A155M 128 GB Samsung;https://www.magazineluiza.com.br/smartphone-galaxy-a15-a155m-128-gb-samsung/p/jd71810785/te/ga15/; ;R$ 1.389,00 em 10x de R$ 138,90 sem juros;1389,0;1198,8;Magazine Luiza;14/11/2024 20:14:36
Celular Smartphone Gamer 256GB + 8Ram 50MP Tecno Pova 5 Azul;https://www.magazineluiza.com.br/celular-smartphone-gamer-256gb-8ram-50mp-tecno-pova-5-azul/p/hg6115acjb/te/tcsp/;5.0 (6);R$ 799,99 em 6x de R$ 133,33 sem juros;799,99;1889,9;Magazine Luiza;14/11/2024 20:14:36
Smartphone Moto G24 128GB XT2423 ROSA - Motorola;https://www.magazineluiza.com.br/smartphone-moto-g24-128gb-xt2423-rosa-motorola/p/cj38ah1679/te/srmt/; ;R$ 1.610,20 em 10x de R$ 161,02 sem juros;1610,2;1241,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone xiaomi redmi 13c 8gb 256gb preto;https://www.magazineluiza.com.br/smartphone-xiaomi-redmi-13c-8gb-256gb-preto/p/gj21bh94hj/te/xiao/; ;R$ 972,32 em 8x de R$ 121,54 sem juros;972,32;1799,99;Magazine Luiza;14/11/2024 20:14:36
Smartphone Moto G23 Azul Motorola 128gb 8gb;https://www.magazineluiza.com.br/smartphone-moto-g23-azul-motorola-128gb-8gb/p/hcc790282b/te/srmt/; ;R$ 899,00 em 10x de R$ 89,90 sem juros;899,0;1099,9;Magazine Luiza;14/11/2024 20:14:36
Smartphone Celular Red Not 13 Pro 5g Dual Sim 12ram/512gb - NFC - Gamer;https://www.magazineluiza.com.br/smartphone-celular-red-not-13-pro-5g-dual-sim-12ram-512gb-nfc-gamer-noti/p/ab3d2aj5kg/te/tcsp/; ;R$ 1.299,00 em 10x de R$ 129,90 sem juros;1299,0;3100,0;Magazine Luiza;14/11/2024 20:14:36
Celular LG K10 K430 16gb;https://www.magazineluiza.com.br/celular-lg-k10-k430-16gb/p/kc7dk9db45/te/ceba/;3.4 (5);R$ 9.543,99 em 10x de R$ 954,40 sem juros;9543,99;625,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Motorola Moto G24 Preto 128gb 4gb;https://www.magazineluiza.com.br/smartphone-motorola-moto-g24-preto-128gb-4gb/p/ggkb406653/te/srmt/; ;R$ 972,32 em 8x de R$ 121,54 sem juros;972,32;1219,9;Magazine Luiza;14/11/2024 20:14:36
Smartphone Celular Samsung Galaxy A35 256GB de Memória 8GB Ram 5G Rosa 5G Tela 6.6'' NFC Bateria 5000mAh;https://www.magazineluiza.com.br/smartphone-celular-samsung-galaxy-a35-256gb-de-memoria-8gb-ram-5g-rosa-5g-tela-6-6-nfc-bateria-5000mah/p/bke9g865a0/te/ceba/; ;R$ 1.059,00 em 8x de R$ 132,38 sem juros;1059,0;2149,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Celular Xi Re d mi N o t e 13 Pro+ (Plus) 5g -12r/512gb - Gamer Lacrado Tela Curve;https://www.magazineluiza.com.br/smartphone-celular-xi-re-d-mi-n-o-t-e-13-pro-plus-5g-12r-512gb-gamer-lacrado-tela-curve-red/p/hebf0hg631/te/tcsp/; ;R$ 1.359,90 em 10x de R$ 135,99 sem juros;1359,9;3590,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Motorola Moto G23 Azul 128gb 4gb;https://www.magazineluiza.com.br/smartphone-motorola-moto-g23-azul-128gb-4gb/p/fja02a0d1k/te/srmt/; ;R$ 1.300,87 em 12x de R$ 108,41 sem juros;1300,87;1130,9;Magazine Luiza;14/11/2024 20:14:36
Smartphone Poco_X6 Pro 5G 512GB 12GB RAM;https://www.magazineluiza.com.br/smartphone-poco-x6-pro-5g-512gb-12gb-ram-pocox6pro/p/ff7ddc7aca/te/tcsp/;5.0 (1);R$ 1.499,00 em 10x de R$ 149,90 sem juros;1499,0;3098,0;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S24 Ultra 6,8” 512GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-68-512gb-violeta-5g-smartwatch-samsung-galaxy-watch7/p/239083500/te/s24u/; ;R$ 1.049,99 em 8x de R$ 131,25 sem juros;1049,99;9854,1;Magazine Luiza;14/11/2024 20:14:36
Celular Multilaser Flip Vita P9227 4G;https://www.magazineluiza.com.br/celular-multilaser-flip-vita-p9227-4g/p/ke5hfadj8d/te/ceba/;5.0 (1);R$ 1.299,00 em 10x de R$ 129,90 sem juros;1299,0;269,91;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy S24 Ultra 6,8” 512GB;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s24-ultra-68-512gb-cinza-5g-smartwatch-samsung-galaxy-watch7/p/239084400/te/s24u/; ;R$ 1.999,00 em 10x de R$ 199,90 sem juros;1999,0;9854,1;Magazine Luiza;14/11/2024 20:14:36
Smartphone Samsung Galaxy A55 128GB Azul Escuro;https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a55-128gb-azul-escuro-5g-smartwatch-galaxy-watch-fe-40mm-azul/p/239093800/te/ga55/; ;R$ 915,00 em 7x de R$ 130,71 sem juros;915,0;2857,49;Magazine Luiza;14/11/2024 20:14:36
